Date,^DJI,TSLA,AAPL,MSFT,GOOG,AMZN
2014-06-27,16818.28515625,15.816666603088379,22.8462495803833,41.89999961853027,28.762781143188477,16.244750022888184
2014-06-26,16809.3046875,15.820333480834961,22.606250762939453,41.68499946594238,28.778488159179688,16.269500732421875
2014-06-25,16841.474609375,15.592999935150146,22.543749809265137,41.7549991607666,28.55111312866211,16.247249603271484
2014-06-24,16887.46484375,15.783667087554932,22.741250038146973,41.75,28.26380157470703,16.31174945831299
2014-06-23,16925.1796875,15.573667049407959,22.77750015258789,41.84499931335449,27.904637336730957,16.223999977111816
2014-06-20,16949.3193359375,15.249666690826416,22.93125057220459,41.60500144958496,27.623459815979004,16.215999603271484
2014-06-19,16891.1552734375,15.410333156585693,22.954999923706055,41.55000114440918,27.51221466064453,16.621999740600586
2014-06-18,16833.349609375,15.261000156402588,22.954999923706055,41.46000099182129,27.363872528076172,16.518750190734863
2014-06-17,16778.23046875,15.279666900634766,23.0625,41.125,27.04200553894043,16.414249420166016
2014-06-16,16762.5,14.391666889190674,23.024999618530273,41.32500076293945,27.203811645507812,16.30525016784668
2014-06-13,16753.2451171875,13.61233377456665,22.914999961853027,41.21500015258789,27.371352195739746,16.32075023651123
2014-06-12,16772.650390625,13.752999782562256,23.252500534057617,40.58500099182129,27.585514068603516,16.505249977111816
2014-06-11,16882.5048828125,13.474999904632568,23.5287504196167,40.920000076293945,27.79618549346924,16.864999771118164
2014-06-10,16921.8896484375,13.617333889007568,23.577500343322754,41.010000228881836,27.960734367370605,16.574999809265137
2014-06-09,16941.544921875,13.806333065032959,23.203749656677246,41.25,27.896909713745117,16.466249465942383
2014-06-06,16881.9599609375,13.933000087738037,23.138036727905273,41.45000076293945,27.598977088928223,16.39525032043457
2014-06-05,16777.8798828125,13.775000095367432,23.07107162475586,40.82500076293945,27.409746170043945,15.870999813079834
2014-06-04,16708.2802734375,13.555333137512207,22.928571701049805,40.114999771118164,27.10957145690918,15.333500385284424
2014-06-03,16713.3544921875,13.686333179473877,22.624821662902832,40.46500015258789,27.2973051071167,15.324749946594238
2014-06-02,16719.35546875,13.700666904449463,22.452322006225586,40.885000228881836,27.590001106262207,15.490000247955322
2014-05-30,16685.03515625,14.060666561126709,22.7333927154541,40.61000061035156,27.855024337768555,15.555500030517578
2014-05-29,16659.5849609375,14.006999969482422,22.582857131958008,40.1299991607666,27.990900993347168,15.626749992370605
2014-05-28,16647.6005859375,13.934333324432373,22.385892868041992,40.0049991607666,28.143731117248535,15.531000137329102
2014-05-27,16648.0546875,14.05233383178711,22.169464111328125,40.03499984741211,27.93206214904785,15.550250053405762
2014-05-23,16578.7802734375,13.675333499908447,21.807143211364746,40.18499946594238,27.358386993408203,15.431250095367432
2014-05-22,16527.5,13.547999858856201,21.67767906188965,40.099998474121094,27.135001182556152,15.288750171661377
2014-05-21,16460.384765625,13.155333518981934,21.585000038146973,40.045000076293945,26.70400905609131,15.187000274658203
2014-05-20,16426.26025390625,13.079999923706055,21.555892944335938,39.69999885559082,26.490520477294922,15.03024959564209
2014-05-19,16484.189453125,12.896333694458008,21.51178550720215,39.63999938964844,26.112382888793945,14.820250034332275
2014-05-16,16456.6552734375,12.658666610717773,21.12374973297119,39.55500030517578,25.86000156402588,14.76075029373169
2014-05-15,16510.1806640625,12.598666667938232,21.154285430908203,39.954999923706055,26.01083755493164,14.739500045776367
2014-05-14,16656.2802734375,12.686000347137451,21.23464298248291,40.25,26.38481044769287,15.032500267028809
2014-05-13,16715.71484375,12.477999687194824,21.164999961853027,40.17499923706055,26.566561698913574,15.158750057220459
2014-05-12,16644.830078125,12.235666275024414,21.090356826782227,39.83500099182129,26.15818214416504,14.9375
2014-05-09,16543.740234375,12.02066707611084,20.831785202026367,39.60999870300293,25.532401084899902,14.451499938964844
2014-05-08,16562.4794921875,12.413333415985107,21.085893630981445,39.435001373291016,25.521928787231445,14.577749729156494
2014-05-07,16440.14453125,13.581666469573975,21.161070823669434,39.0099983215332,25.429683685302734,14.57699966430664
2014-05-06,16464.919921875,14.183666706085205,21.40750026702881,39.14999961853027,25.97543430328369,15.171250343322754
2014-05-05,16462.5048828125,14.206999778747559,21.267857551574707,39.46999931335449,26.183613777160645,15.380750179290771
2014-05-02,16554.185546875,13.929333209991455,21.141250610351562,40.0,26.417719841003418,15.440000057220459
2014-05-01,16565.01953125,13.990333557128906,21.092143058776855,40.15500068664551,26.34791088104248,15.361999988555908
2014-04-30,16551.57421875,13.64799976348877,21.236249923706055,40.334999084472656,26.191091537475586,15.066499710083008
2014-04-29,16505.28515625,13.422666549682617,21.169464111328125,40.78999900817871,26.07291603088379,14.807250022888184
2014-04-28,16406.5146484375,13.14300012588501,20.862500190734863,40.69000053405762,25.46508502960205,14.809749603271484
2014-04-25,16418.52001953125,13.478333473205566,20.28482151031494,40.21500015258789,25.931804656982422,15.480000019073486
2014-04-24,16496.7802734375,13.8666672706604,20.19160747528076,39.635000228881836,26.272119522094727,16.508749961853027
2014-04-23,16501.634765625,14.124666690826416,18.849642753601074,39.73000144958496,26.43043613433838,16.413000106811523
2014-04-22,16507.5458984375,14.144666194915771,18.89875030517578,39.98500061035156,26.545619010925293,16.66100025177002
2014-04-21,16430.9296875,13.34000015258789,18.858927726745605,39.970001220703125,26.48478603363037,16.33650016784668
2014-04-17,16414.31494140625,13.212333679199219,18.695713996887207,39.85499954223633,26.942279815673828,16.210500240325928
2014-04-16,16345.5400390625,13.026999950408936,18.486249923706055,40.16499900817871,27.349909782409668,15.967750549316406
2014-04-15,16168.0751953125,12.787000179290771,18.445892333984375,39.5049991607666,26.350404739379883,15.594499588012695
2014-04-14,16106.52490234375,13.428333282470703,18.560178756713867,39.15500068664551,26.7680082321167,15.794000148773193
2014-04-11,16092.09521484375,13.519999980926514,18.57089328765869,39.39500045776367,26.590245246887207,15.650000095367432
2014-04-10,16304.7294921875,14.043000221252441,18.846607208251953,39.88999938964844,27.5468692779541,16.187499523162842
2014-04-09,16347.59521484375,14.311332702636719,18.794821739196777,40.21500015258789,27.88145160675049,16.366999626159668
2014-04-08,16238.5703125,14.097000122070312,18.65750026702881,39.56500053405762,27.340187072753906,16.16099977493286
2014-04-07,16332.6953125,13.990333080291748,18.799821853637695,40.005001068115234,26.817123413085938,15.951749801635742
2014-04-04,16512.2001953125,14.6506667137146,19.117499351501465,40.51499938964844,27.94253444671631,16.276249885559082
2014-04-03,16565.875,15.25766658782959,19.288214683532715,41.0,28.706436157226562,16.77400016784668
2014-04-02,16547.39453125,14.964666843414307,19.352499961853027,41.41499900817871,29.09561824798584,17.217000007629395
2014-04-01,16511.6650390625,14.224666118621826,19.261428833007812,41.329999923706055,28.10184669494629,17.060750007629395
2014-03-31,16402.53466796875,14.104666233062744,19.227499961853027,40.95000076293945,28.021318435668945,17.008749961853027
2014-03-28,16341.314453125,14.232999801635742,19.164106369018555,40.15999984741211,28.050487518310547,17.077000617980957
2014-03-27,16246.365234375,13.886666297912598,19.22535800933838,39.65500068664551,27.946273803710938,16.872000694274902
2014-03-26,16367.5146484375,14.46500015258789,19.426072120666504,40.154998779296875,28.680871963500977,17.524999618530273
2014-03-25,16343.18994140625,14.831666946411133,19.381071090698242,40.47500038146973,28.852354049682617,17.695249557495117
2014-03-24,16298.03466796875,14.672333240509033,19.20642852783203,40.25,29.026824951171875,17.752500534057617
2014-03-21,16373.61962890625,15.456666946411133,18.93000030517578,40.474998474121094,29.789342880249023,18.2810001373291
2014-03-20,16257.1552734375,15.753666400909424,18.928929328918457,39.94500160217285,29.949865341186523,18.48050022125244
2014-03-19,16244.80517578125,15.835332870483398,19.02214241027832,39.22999954223633,29.967673301696777,18.710500717163086
2014-03-18,16307.93505859375,15.884000301361084,18.87803554534912,39.060001373291016,29.945133209228516,18.850000381469727
2014-03-17,16168.35498046875,15.614333629608154,18.853928565979004,38.10000038146973,29.57888126373291,18.843249320983887
2014-03-14,16106.02001953125,15.508666038513184,18.819464683532715,37.82499885559082,29.432181358337402,18.752999305725098
2014-03-13,16244.5849609375,15.939666748046875,19.086071014404297,38.045000076293945,29.828943252563477,18.779749870300293
2014-03-12,16312.38525390625,15.953666687011719,19.095535278320312,38.11000061035156,29.78884506225586,18.369250297546387
2014-03-11,16392.75,15.901000022888184,19.130891799926758,37.97500038146973,30.024460792541504,18.501999855041504
2014-03-10,16393.64990234375,15.968667030334473,18.958393096923828,37.864999771118164,30.158583641052246,18.493249893188477
2014-03-07,16452.279296875,16.642000198364258,18.893393516540527,38.02499961853027,30.366554260253906,18.61299991607666
2014-03-06,16405.36474609375,16.89833354949951,18.973928451538086,38.06500053405762,30.44525909423828,18.60575008392334
